Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current salary?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
8/12/2022 13:47:47,United States of America,,,,,,,,,North Carolina,Charlotte,PE,Bachelors Degree,,"50,000+",Water Resources Engineer,Full Time,Water Resources,Private,5,99000,,2000,0,3,0,Yes but I still pay a premium,16,3,40,Straight time (1.0x),No,No,No,8,110000,,Male,120,
8/12/2022 13:49:16,United States of America,,,,,,,,,Oregon,Portland,EIT,Bachelors Degree,US Fish and Wildlife,8000-9000,Civil Engineer,Full Time,Government/Municipal,Public,4,75000,,0,0,5,0,Yes but I still pay a premium,25,5,40,Straight time (1.0x),No,Yes,Yes,7,90000,,Male,480,480
8/12/2022 13:49:38,United States of America,,,,,,,,,Minnesota,Bloomington,EIT,Bachelors Degree,,1000,Engineer I,Full Time,Aviation,Private,2,67000,,3000,0,4,0,Yes but I still pay a premium,20,5,45,Not compensated (Exempt),No,No,Yes,6,75000,,Male,0,
8/12/2022 13:49:46,United States of America,,,,,,,,,Indiana,Noblesville,EIT,Bachelors Degree,,350,Engineer in Training,Full Time,Bridges,Public,2,60000,,0,10,50,0,Yes and fully covered,15,5,40,Straight time (1.0x),No,Yes,Yes,8,75000,,Male,3 months,3 months
8/12/2022 13:49:53,United States of America,,,,,,,,,New York,Suffolk County,PE,Masters Degree,,70,Project Manager,Full Time,Geotechnical,Private,12,120000,,6000,3,0,0,Yes and fully covered,23,flexible,45,Straight time (1.0x),No,No,No,8,150000,,Male,480,480
8/12/2022 13:50:31,United States of America,,,,,,,,,Florida,Panama City,EIT,Bachelors Degree,,25,Ei,Full Time,Land Development,Private,1,55000,,8000,0,0,0,Yes but I still pay a premium,9,0,40,Time and a half (1.5x),No,No,No,4,70000,,Male,N/a,N/a
8/12/2022 13:50:59,United States of America,,,,,,,,,Texas,Houston,EIT,Bachelors Degree,HR Green,600-650,Staff Engineer I,Full Time,Water/Wastewater,Private,2,67000,2500,5000,0,2,0,Yes but I still pay a premium,15,2,40,Not compensated (Exempt),No,No,No,9,85000,Company culture is very good. PTO will increase in 1 more year.,Male,40,80? Not sure
8/12/2022 13:51:40,United States of America,,,,,,,,,New Jersey,Bloomfield,PE,Masters Degree,,250,Supervising Engineer,Full Time,Land Development,Private,10,122000,,4000,0,3,0,Yes but I still pay a premium,20,3,50,Not compensated (Exempt),Yes,No,No,8,140000,,Male,40,160
8/12/2022 13:52:11,United Kingdom,Scotland,Glasgow,No,,,,,,,,,High School Diploma,,17000,Senior Technician,Full Time,Bridges,Private,24,45000,0,0,0,0,0,No,32,4,38,Depends on the project/contract,No,No,No,8,50000,,Male,40,960
8/12/2022 13:52:42,United States of America,,,,,,,,,California,Los Angeles,EIT,Bachelors Degree,Kimley-Horn,3500,Civil Analyst,Full Time,Land Development,Private,0,75000,2500,0,0,14,0,Yes and fully covered,15,<1,46,Not compensated (Exempt),No,No,No,10,85000,,Male,Don’t know ,
8/12/2022 13:53:14,United States of America,,,,,,,,,California,Fresno,EIT,Bachelors Degree,,15,Assistant Engineer,Full Time,Water Resources,Private,1,69500,0,500,0,5,0,Yes but I still pay a premium,10,0,40,Not compensated (Exempt),Yes,No,No,6,80000,,Male,0,
8/12/2022 13:53:41,United States of America,,,,,,,,,Texas,Dallas,PE,Bachelors Degree,,200,Project manager ,Full Time,Land Development,Private,5,110000,0,5000,0,3,0,Yes and fully covered,19,1,43,Not compensated (Exempt),No,No,No,6,135000,,Prefer not to say,No idea,No idea
8/12/2022 13:54:45,United States of America,,,,,,,,,New York,Orange County,EIT,Bachelors Degree,,500+,Senior engineer,Full Time,Bridges,Public,3,70000,,0,100,100,0,Yes and fully covered,28,0,35,Time and a half (1.5x),No,Yes,Yes,10,100000,,Male,70,
8/12/2022 13:55:11,Canada,,,,Ontario,Toronto,PE,,,,,,Bachelors Degree,,3000,Senior Coordinator,Full Time,Construction/Field,Private,4,115000,,0,0,6,0,Yes and fully covered,15,2,40,Not compensated (Exempt),No,No,No,9,150000,,Male,N/A,
8/12/2022 13:55:39,United States of America,,,,,,,,,Florida,Orlando,EIT,Bachelors Degree,Kimley-Horn,5000,Civil Engineer Analyst,Full Time,Transportation,Private,1.5,74000,1500,14000,0,18,0,Yes and fully covered,21,1,45,Not compensated (Exempt),No,No,No,8,90000,,Male,120,
8/12/2022 13:56:02,United States of America,,,,,,,,,Illinois,Chicago ,PE,Bachelors Degree,,10,Senior project engineer ,Full Time,Construction/Field,Private,9,125000,,0,0,0,0,Yes but I still pay a premium,25,4,40,Not compensated (Exempt),No,No,No,8,135000,,Male,240,240
8/12/2022 13:57:13,United States of America,,,,,,,,,Texas,Houston ,PE,Bachelors Degree,TotalEnergies ,1000+,Project Engineer,Full Time,Power/Electrical,Private,10,135000,0,10000,1,6,0,Yes and fully covered,24,4,40,Not compensated (Exempt),No,Yes,No,10,175000,,Male,120,1000
8/12/2022 13:57:13,United States of America,,,,,,,,,Washington,Seattle ,PE,Masters Degree,,6100,Engineer II,Full Time,Water Resources,Public,17,102000,,0,0,7,0,Yes and fully covered,10,5,40,Time and a half (1.5x),No,No,No,8,200000,,Male,240,240
8/12/2022 13:57:50,United States of America,,,,,,,,,Kansas,Topeka,PE,Masters Degree,,300,Project Engineer,Full Time,Transportation,Private,17,93080,,3000,14.5,1.5,0,Yes but I still pay a premium,20,8,40,Straight time (1.0x),Yes,Yes,No,3,Same pay if I keep the flexibility.,"I started my job in 05 and in 06 I started doubting it.  It's 2022, I am still doubting this and don't know why I just don't jump the ship.",Male,0,0
8/12/2022 13:59:07,United States of America,,,,,,,,,Washington,Spokane,PE,Bachelors Degree,DCI Engineers ,400,Project Manager,Full Time,Land Development,Private,6,92000,,5000,0,2,0,Yes and fully covered,20,1,50,Not compensated (Exempt),No,No,No,8,105000,,Male,80,80
8/12/2022 13:59:17,United States of America,,,,,,,,,Tennessee,Chattanooga,PE,Masters Degree,,2000,Senior Engineer,Full Time,Power/Electrical,Private,14,105000,,0,0,6,0,Yes but I still pay a premium,26,5,55,Straight time (1.0x),No,Yes,No,8,135000,,Male,40,160
8/12/2022 13:59:19,United States of America,,,,,,,,,New York,New York,PE,Masters Degree,,90,Project Manager,Full Time,Structural,Public,8,125000,,0,0,2,0,Yes but I still pay a premium,20,1,50,Straight time (1.0x),No,No,No,8,140000,,Male,0,480
8/12/2022 14:00:42,United States of America,,,,,,,,,Texas,Austin,EIT,Bachelors Degree,Quiddity,600,Design Engineer,Full Time,Land Development,Private,3,90000,2000,0,0,6,0,Yes and fully covered,15,3,50,Straight time (1.0x),No,No,No,9,140000,Also a licensed surveyor,Male,40,240
8/12/2022 14:02:48,United States of America,,,,,,,,,Virginia,Richmond,PE,Bachelors Degree,,State Government,Dam Rehabilitation Engineer,Full Time,Water Resources,Public,8,82500,0,0,0,5,0,Yes but I still pay a premium,23,2,40,Never work overtime,No,No,No,9,100000,,Male,160,160
8/12/2022 14:02:55,United States of America,,,,,,,,,Connecticut,Hartford,PE,Masters Degree,,"50,000",Water Resources Engineer ,Full Time,Water Resources,Public,8,110000,10000,0,0,2.5,0,Yes but I still pay a premium,22,5,40,Straight time (1.0x),No,No,No,9,150000,,Male,40,40
8/12/2022 14:03:18,United States of America,,,,,,,,,Missouri,St Louis,PE,Masters Degree,,5000,Design Engineer,Full Time,Structural Transmission Line,Private,6,80000,3000,5000,0,4,0,Yes and fully covered,240,5,43,Straight time (1.0x),No,Yes,No,7,100000,,Male,40,240
8/12/2022 14:03:22,United States of America,,,,,,,,,Virginia,Richmond,EIT,Bachelors Degree,,180,Civil EIT,Full Time,Water Resources,Public,2,70000,6000,5000,4,4,0,Yes and fully covered,20,5,40,Not compensated (Exempt),No,Yes,No,8,85000,,Male,15,15
8/12/2022 14:04:00,United States of America,,,,,,,,,Florida,Bartow,EIT,Bachelors Degree,,1000+,Senior Engineer Trainee,Full Time,Transportation,Public,4,67080,,0,0,6.3,0,Yes but I still pay a premium,26,3,40,Leave comped 1 for 1,No,Yes,No,7,85000,,Male,169,480
8/12/2022 14:04:54,United States of America,,,,,,,,,Arizona,Phoenix,None,Bachelors Degree,"EPS Group, Inc",300,Civil Designer,Full Time,Land Development,Private,4,67000,,8000,0,4,0,Yes but I still pay a premium,10,1-2,43,Time and a half (1.5x),No,No,No,6,80000,,Male,None,80
8/12/2022 14:05:15,United States of America,,,,,,,,,Virginia,Virginia Beach,PE,Bachelors Degree,,6000,Project Manager,Full Time,Transportation,Private,7,107000,5000,35000,8,8,0,Yes but I still pay a premium,30,3,46,Not compensated (Exempt),No,No,No,9,160000,,Male,80,360
8/12/2022 14:05:34,United States of America,,,,,,,,,California,"Oakland, CA",PE,Masters Degree,,5000+,Senior Project Manager -- Structural,Full Time,Bridges,Private,13,152200,,2000,0,3,0,Yes but I still pay a premium,5,3,45,Not compensated (Exempt),No,Yes,No,7,180000,,Male,80,80
8/12/2022 14:05:56,United States of America,,,,,,,,,Illinois,Oak Brook,EIT,Masters Degree,Geosyntec Consultants,1500,Staff Engineer,Full Time,Water Resources,Private,1,72000,3000,6000,0,4.5,0,Yes and fully covered,20,2,42,Not compensated (Exempt),No,No,No,7,76000,10 days of vacay. 10 days of sick. fml,Male,Idk,idk
8/12/2022 14:06:46,United States of America,,,,,,,,,North Carolina,Charlott ,EIT,Bachelors Degree,,1200,Engineer in training,Full Time,Bridges,Public,5,65000,0,0,10,3,0,Yes but I still pay a premium,21,3,40,Straight time (1.0x),Yes,Yes,No,7,"90,000",,Male,7,
8/12/2022 14:06:54,Canada,,,,Saskatchewan,Saskatoon ,EIT,,,,,,Bachelors Degree,,30000,Geotechnical Engineer in Training,Full Time,Geotechnical,Private,0,67000,,0,10,5,0,Yes but I still pay a premium,25,5,40,Straight time (1.0x),No,No,No,7,85000,Wfh is priceless ,Male,0,
8/12/2022 14:09:04,United States of America,,,,,,,,,California,San diego,EIT,Bachelors Degree,Bowman,70,Design Engineer,Full Time,Land Development,Private,3,85000,0,5000,0,3,0,Yes but I still pay a premium,15,0,43,Not compensated (Exempt),No,No,No,7,90000,,Male,80,160
8/12/2022 14:09:12,United States of America,,,,,,,,,Maryland,Lanham,EIT,Bachelors Degree,Dewberry,2000+,Staff Engineer,Full Time,Land Development,Private,4,83500,,0,0,2,0,Yes but I still pay a premium,15,3,42,Straight time (1.0x),Yes,Yes,No,8,90000,,Male,Unknown,Unknown
8/12/2022 14:09:17,United States of America,,,,,,,,,Florida,Orlando ,PE,Masters Degree,,400,Structural Forensics Engineer ,Full Time,Structural Forensics ,Private,8,100000,0,0,0,4,0,Yes and fully covered,15,3,40,Straight time or time and a half dependant on project needs,No,No,Yes,9,120000,,Male,0,120
8/12/2022 14:09:34,United States of America,,,,,,,,,Oregon,Salem,EIT,Bachelors Degree,,20,Civil EIT,Full Time,Land Development,Private,1,83000,,0,0,3,0,Yes and fully covered,15,1,40,Time and a half (1.5x),No,No,No,6,85000,,Male,0,
8/12/2022 14:10:03,United States of America,,,,,,,,,California,Bay Area,EIT,Bachelors Degree,,<20,Track Engineer,Full Time,Transportation,Private,5,110000,0,10,0,6,0,Yes and fully covered,17 PTO + 3 SICK,4-5 Days,40-50,Straight time (1.0x),No,No,No,8,135000,,Male,Not Sure,Not Sure
8/12/2022 14:10:51,United States of America,,,,,,,,,Georgia,Atlanta,PE,Masters Degree,,2500,Project Engineer,Full Time,Water Resources,Private,3,88000,2000,0,0,2,0,Yes but I still pay a premium,15,3,40,Straight time (1.0x),No,No,No,7,110000,,Male,0,0
8/12/2022 14:11:23,,,,,,,,,,,,,Masters Degree,,500,Engineer,Full Time,Environmental,Private,0,40800,0,0,0,0,0,No,30,0,40,Straight time (1.0x),No,No,No,5,50000,,Male,100,100
8/12/2022 14:12:52,United States of America,,,,,,,,,Massachusetts,Boston,None,Bachelors Degree,,15+,Civil engineer 1,Full Time,Construction/Field,Public,1,67000,,10000,0,4,0,Yes but I still pay a premium,14 + 14,0,60,Time and a half (1.5x),No,Yes,Yes,8,80000,,Male,80,
8/12/2022 14:13:04,Canada,,,,Ontario,Toronto,EIT,,,,,,Bachelors Degree,,"10,000",Rail EIT,Full Time,Transportation,Private,4,74500,0,0,0,3,0,Yes but I still pay a premium,15,5,40,Straight time (1.0x),Yes,Yes,No,6,80000,To much to list. ,Male,Unsure ,Unsure 
8/12/2022 14:13:17,United States of America,,,,,,,,,Maryland,Jessup,None,Bachelors Degree,,100,Project Engineer ,Full Time,Construction/Field,Private,2,64000,,0,0,5,0,Yes and fully covered,10,1,40,Not compensated (Exempt),No,No,No,6,70000,,Male,40,40
8/12/2022 14:13:19,New Zealand,,,,,,,,,,,,Bachelors Degree,,40,Graduate Engineer,Full Time,Structural,Public,1,69000,0,0,0,0,0,No,21,7,30,Not compensated (Exempt),No,No,No,9,90000,,Male,0,0
8/12/2022 14:14:26,United States of America,,,,,,,,,Pennsylvania,Philat,EIT,Bachelors Degree,,1600,Senior Staff Engineer,Full Time,Land Development,Private,4,73000,,1000,0,3,0,Yes but I still pay a premium,4,2/5,42,Straight time (1.0x),No,Yes,No,8,83000,,Male,80? ,3 months 
8/12/2022 14:14:34,United States of America,,,,,,,,,California,Los Angeles,PE,Bachelors Degree,,30,Senior Project Engineer/ Asst PM,Full Time,Land Development,Private,7,132000,,7500,0,4,0,Yes and fully covered,17,0,40,can save for future pto use,No,No,No,7,145000,,Male,0,0
8/12/2022 14:16:42,United States of America,,,,,,,,,Washington,Seattle,PE,Bachelors Degree,Ty Lin,1200?,Senior project manager/Location manager,Full Time,Transportation,Private,16,198000,,7000,0,2.5,0,Yes but I still pay a premium,28,4,47,Not compensated (Exempt),No,No,No,8,220000,"I do a lot more than my title. I’ve built our Seattle presence from 5 employees to 16 in 2 years, and am apparently being considered for VP",Male,320,400
8/12/2022 14:18:18,United States of America,,,,,,,,,Michigan,Macomb township,PE,Bachelors Degree,,300,Senior engineer,Full Time,Geotechnical,Private,14,78000,,8000,6,6,0,Yes and fully covered,25,4,50,Time and a half (1.5x),No,Yes,No,8,90k,,Male,60,60
8/12/2022 14:18:41,Canada,,,,Ontario,Orangeville,EIT,,,,,,Bachelors Degree,,6,Engineer,Full Time,Mining,Private,1,95000,500,1500,0,0,0,Yes and fully covered,2 weeks,0,50,Straight time (1.0x),No,No,No,9,175k,,Male,Unknown,Unknown
8/12/2022 14:18:42,United States of America,,,,,,,,,New York,NYC,EIT,Bachelors Degree,20/20 inspections,50,Special inspector,Full Time,Construction/Field,Private,1,70000,0,0,0,0,0,No,0,0,45,Time and a half (1.5x),Yes,No,No,6,75000,,Male,6 weeks,6 weeks
8/12/2022 14:19:20,United States of America,,,,,,,,,Florida,Ft. Lauderdale,EIT,Bachelors Degree,,400,Roadway Engineering Designer,Full Time,Transportation,Private,0,65000,0,0,0,3,0,Yes and fully covered,16,W,40,Straight time (1.0x),No,No,No,9,75000,,Male,120,120
8/12/2022 14:21:05,United States of America,,,,,,,,,Oregon,Medford,None,High School Diploma,,6,Junior Draftsman,Part Time,Structural,Private,0,15000,0,0,0,0,0,No,Variable,5,35,Time and a half (1.5x),Yes,No,No,4,25000,,Male,Variable,Variable
8/12/2022 14:22:11,Canada,,,,Saskatchewan,prince albert,PE,,,,,,Bachelors Degree,,1200,Director,Full Time,Transportation,Public,9,106000,,0,0,8.6,0,Yes and fully covered,47,0,40,Not compensated (Exempt),No,No,No,8,125000,,Male,3200,3200
8/12/2022 14:23:39,United States of America,,,,,,,,,Colorado,Broomfield ,EIT,Bachelors Degree,,400,Engineer 1,Full Time,Transportation,Private,0.25,67200,5000,2000,0,6,0,Yes but I still pay a premium,24,2,40,Time and a half (1.5x),No,No,No,8,72000,,Male,Not sure,Not sure
8/12/2022 14:25:10,United States of America,,,,,,,,,Michigan,Beverly Hills ,EIT,Bachelors Degree,,300,Civil Engineer III,Full Time,Government/Municipal,Public,4.5,75000,,2000,0,1,0,Yes and fully covered,30,0,42,Time and a half (1.5x),No,No,No,7,85000,Pension ,Male,2 weeks,3 months
8/12/2022 14:25:37,United States of America,,,,,,,,,Georgia,Atlanta,EIT,Masters Degree,,18000,Engineer II,Full Time,Transportation,Private,4.5,80000,,1000,0,4,0,Yes but I still pay a premium,15,3,40,Straight time (1.0x),No,No,No,9,100000,,Male,0,160
8/12/2022 14:26:26,United States of America,,,,,,,,,Maryland,Rockville,PE,Bachelors Degree,,2500,Project Engineer,Full Time,Land Development,Private,7,93500,,0,0,3,0,Yes but I still pay a premium,20,0,45,Straight time (1.0x),No,Yes,No,6,11500,,Male,?,
8/12/2022 14:27:06,United States of America,,,,,,,,,North Carolina,Harrisburg,EIT,Bachelors Degree,,4,Engineer in Training,Full Time,Government/Municipal,Public,2,62000,1500,500,0,4,0,Yes and fully covered,10,2,40,Straight time (1.0x),No,No,No,8,72000,,Male,240,240
8/12/2022 14:27:13,United States of America,,,,,,,,,California,Humboldt,PE,Bachelors Degree,,100,Project/Design Engineer,Full Time,Water Resources,Private,7,89500,,2000,0,3,0,Yes but I still pay a premium,33,7,40,Time and a half (1.5x),No,No,No,9,150000,,Male,320,320
8/12/2022 14:28:19,United States of America,,,,,,,,,Oklahoma,Tulsa,PE,Bachelors Degree,,200,PE,Full Time,Land Development,Private,6,75000,,1500,0,0,0,Yes and fully covered,15,5,40,Straight time (1.0x),No,No,No,8,85000,,Male,40,40
8/12/2022 14:29:40,Canada,,,,Ontario,Toronto,EIT,,,,,,Masters Degree,,50,Project Coordinator,Full Time,Construction/Field,Private,0,96000,14000,9600,0,0,0,Yes and fully covered,14,0,37.5,Not compensated (Exempt),No,No,No,8,120000,,Male,not sure,not sure
8/12/2022 14:31:07,United States of America,,,,,,,,,New Jersey,Sicklerville,PE,Masters Degree,,60,Senior Project Manager,Full Time,Geotechnical,Private,11,106000,,0,0,5,0,Yes and fully covered,27,3,40,Not compensated (Exempt),No,No,No,8,130000,,Male,Unknown,Unknown
8/12/2022 14:33:13,United States of America,,,,,,,,,Utah,West Jordan,EIT,Bachelors Degree,,100,Engineer in Training,Full Time,Water Resources,Private,1,69000,,0,0,3,0,Yes but I still pay a premium,21,0,39,Time and a half (1.5x),No,No,No,7,75,,Male,0,0
8/12/2022 14:33:16,United States of America,,,,,,,,,California,Los Angeles,None,Bachelors Degree,,80,Assistant Project Manager,Full Time,Construction/Field,Private,2,110000,0,5000,0,3,0,Yes and fully covered,15,2,7,Not compensated (Exempt),No,No,No,7,140000,No,Male,40,320
8/12/2022 14:34:36,United States of America,,,,,,,,,Colorado,Denver,EIT,Masters Degree,,"10,000+",Structural Engineer in Training ,Full Time,Bridges,Private,3,80500,0,0,5,4,0,Yes but I still pay a premium,16,2,40,Straight time (1.0x),No,Yes,No,7,95000,,Prefer not to say,80,80
8/12/2022 14:35:00,Canada,,,,British Columbia,Burnaby ,PE,,,,,,Bachelors Degree,,300,Senior Highway Design Engineer,Full Time,Transportation,Private,10,113000,,15000,10,7,0,Yes and fully covered,32,2,50,Not compensated (Exempt),No,Yes,No,7,140000,,Male,80,640
8/12/2022 14:35:20,United States of America,,,,,,,,,California,Modesto,PE,Bachelors Degree,,10,Project engineer ,Full Time,Structural,Private,6,90000,0,6000,0,4,0,Yes and fully covered,19,0,45,Time and a half (1.5x),No,No,No,7,100000,,Male,0,0
8/12/2022 14:37:06,United States of America,,,,,,,,,California,Walnut Creek,EIT,Bachelors Degree,HDR,~180,Civil Coordinator ,Full Time,Transportation,Private,2.5,90000,,0,0,5,0,Yes but I still pay a premium,20,2,40,Straight time (1.0x),No,No,No,8,120000,Kool Aid strong,Male,80,80
